"Profile","Id","Path","Slice Name","Alias(s)","Label","Min","Max","Must Support?","Is Modifier?","Is Summary?","Type(s)","Short","Definition","Comments","Requirements","Default Value","Meaning When Missing","Fixed Value","Pattern","Example","Minimum Value","Maximum Value","Maximum Length","Binding Strength","Binding Description","Binding Value Set","Code","Slicing Discriminator","Slicing Description","Slicing Ordered","Slicing Rules","Base Path","Base Min","Base Max","Condition(s)","Constraint(s)"
"listsickleavesforcare","listsickleavesforcare.sjukfallLista.sjukfall","listsickleavesforcare.sjukfallLista.sjukfall","","","",0,*,"","","","BackboneElement {[]} {[]}
","Ett pågående sjukfall","Ett pågående sjukfall","","","","","","","","","",,,,,"",,,,"listsickleavesforcare.sjukfallLista.sjukfall",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"listsickleavesforcare","listsickleavesforcare.sjukfallLista.sjukfall.id","listsickleavesforcare.sjukfallLista.sjukfall.id","","","",0,1,"","","","string {[]} {[]}
","Unique id for inter-element referencing","Unique id for the element within a resource (for internal references). This may be any string value that does not contain spaces.","","","","","","","","","",,,,,"",,,,"Element.id",0,1,"",""
"listsickleavesforcare","listsickleavesforcare.sjukfallLista.sjukfall.extension","listsickleavesforcare.sjukfallLista.sjukfall.extension","","extensions
user content","",0,*,"","","","Extension {[]} {[]}
","Additional content defined by implementations","May be used to represent additional information that is not part of the basic definition of the element. To make the use of extensions safe and manageable, there is a strict set of governance  applied to the definition and use of extensions. Though any implementer can define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension.","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.","","","","","","","","",,,,,"","value:url}
","Extensions are always sliced by (at least) url",,"open","Element.extension",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}"
"listsickleavesforcare","listsickleavesforcare.sjukfallLista.sjukfall.modifierExtension","listsickleavesforcare.sjukfallLista.sjukfall.modifierExtension","","extensions
user contentmodifiers","",0,*,"","Y","Y","Extension {[]} {[]}
","Extensions that cannot be ignored even if unrecognized","May be used to represent additional information that is not part of the basic definition of the element and that modifies the understanding of the element in which it is contained and/or the understanding of the containing element's descendants. Usually modifier elements provide negation or qualification. To make the use of extensions safe and manageable, there is a strict set of governance applied to the definition and use of extensions. Though any implementer can define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension. Applications processing a resource are required to check for modifier extensions.

Modifier extensions SHALL NOT change the meaning of any elements on Resource or DomainResource (including cannot change the meaning of modifierExtension itself).","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.","Modifier extensions allow for extensions that *cannot* be safely ignored to be clearly distinguished from the vast majority of extensions which can be safely ignored.  This promotes interoperability by eliminating the need for implementers to prohibit the presence of extensions. For further information, see the [definition of modifier extensions](http://hl7.org/fhir/R4/extensibility.html#modifierExtension).","","","","","","","",,,,,"",,,,"BackboneElement.modifierExtension",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}"
"listsickleavesforcare","listsickleavesforcare.sjukfallLista.sjukfall.personId","listsickleavesforcare.sjukfallLista.sjukfall.personId","","","",1,1,"","","","Identifier {[]} {[]}
","Patientens person- eller samordningsnummer","Patientens person- eller samordningsnummer","","","","","","","","","",,,,,"",,,,"listsickleavesforcare.sjukfallLista.sjukfall.personId",1,1,"",""
"listsickleavesforcare","listsickleavesforcare.sjukfallLista.sjukfall.patientFullstandigtNamn","listsickleavesforcare.sjukfallLista.sjukfall.patientFullstandigtNamn","","","",0,1,"","","","string {[]} {[]}
","Patientens namn","Patientens namn","","","","","","","","","",,,,,"",,,,"listsickleavesforcare.sjukfallLista.sjukfall.patientFullstandigtNamn",0,1,"",""
"listsickleavesforcare","listsickleavesforcare.sjukfallLista.sjukfall.enhetsId","listsickleavesforcare.sjukfallLista.sjukfall.enhetsId","","","",1,1,"","","","Identifier {[]} {[]}
","HSA-id för enhet","HSA-id för enhet","","","","","","","","","",,,,,"",,,,"listsickleavesforcare.sjukfallLista.sjukfall.enhetsId",1,1,"",""
"listsickleavesforcare","listsickleavesforcare.sjukfallLista.sjukfall.personalId","listsickleavesforcare.sjukfallLista.sjukfall.personalId","","","",1,1,"","","","Identifier {[]} {[]}
","HSA-id för HoS-person som signerat nuvarande intyg","HSA-id för HoS-person som signerat nuvarande intyg","","","","","","","","","",,,,,"",,,,"listsickleavesforcare.sjukfallLista.sjukfall.personalId",1,1,"",""
"listsickleavesforcare","listsickleavesforcare.sjukfallLista.sjukfall.startdatum","listsickleavesforcare.sjukfallLista.sjukfall.startdatum","","","",1,1,"","","","date {[]} {[]}
","Datum då sjukfallet startade","Datum då sjukfallet startade","","","","","","","","","",,,,,"",,,,"listsickleavesforcare.sjukfallLista.sjukfall.startdatum",1,1,"",""
"listsickleavesforcare","listsickleavesforcare.sjukfallLista.sjukfall.slutdatum","listsickleavesforcare.sjukfallLista.sjukfall.slutdatum","","","",1,1,"","","","date {[]} {[]}
","Datum då sjukfallet avslutas om det ej förlängs","Datum då sjukfallet avslutas om det ej förlängs","","","","","","","","","",,,,,"",,,,"listsickleavesforcare.sjukfallLista.sjukfall.slutdatum",1,1,"",""
"listsickleavesforcare","listsickleavesforcare.sjukfallLista.sjukfall.diagnoskod","listsickleavesforcare.sjukfallLista.sjukfall.diagnoskod","","","",1,1,"","","","BackboneElement {[]} {[]}
","Huvuddiagnoskod i giltigt intyg","Huvuddiagnoskod i giltigt intyg","","","","","","","","","",,,,,"",,,,"listsickleavesforcare.sjukfallLista.sjukfall.diagnoskod",1,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"listsickleavesforcare","listsickleavesforcare.sjukfallLista.sjukfall.diagnoskod.id","listsickleavesforcare.sjukfallLista.sjukfall.diagnoskod.id","","","",0,1,"","","","string {[]} {[]}
","Unique id for inter-element referencing","Unique id for the element within a resource (for internal references). This may be any string value that does not contain spaces.","","","","","","","","","",,,,,"",,,,"Element.id",0,1,"",""
"listsickleavesforcare","listsickleavesforcare.sjukfallLista.sjukfall.diagnoskod.extension","listsickleavesforcare.sjukfallLista.sjukfall.diagnoskod.extension","","extensions
user content","",0,*,"","","","Extension {[]} {[]}
","Additional content defined by implementations","May be used to represent additional information that is not part of the basic definition of the element. To make the use of extensions safe and manageable, there is a strict set of governance  applied to the definition and use of extensions. Though any implementer can define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension.","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.","","","","","","","","",,,,,"","value:url}
","Extensions are always sliced by (at least) url",,"open","Element.extension",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}"
